longitude,latitude,median_house_value
-117.85,34.11,223000.0
-117.81,34.08,348900.0
-117.81,34.12,192600.0
-117.81,34.11,150400.0
-117.81,34.1,144600.0
-117.83,34.1,231100.0
-117.76,34.1,202200.0
-117.78,34.09,177200.0
-117.79,34.1,190500.0
-117.76,34.12,275700.0
-117.77,34.12,230000.0
-117.76,34.11,180500.0
-117.77,34.1,167200.0
-117.77,34.11,180900.0
-117.78,34.11,212300.0
-117.74,34.11,214700.0
-117.75,34.12,240700.0
-117.74,34.1,136000.0
-117.74,34.1,121900.0
-117.75,34.1,156800.0
-117.71,34.12,239500.0
-117.73,34.12,261800.0
-117.71,34.1,125000.0
-117.71,34.1,212500.0
-117.72,34.1,291200.0
-117.72,34.1,181800.0
-117.72,34.1,289700.0
-117.73,34.1,226000.0
-117.71,34.09,158700.0
-117.71,34.08,154200.0
-117.72,34.09,151800.0
-117.72,34.09,152500.0
-117.73,34.09,112100.0
-117.73,34.09,117800.0
-117.73,34.08,115200.0
-117.74,34.09,136400.0
-117.75,34.08,135100.0
-117.75,34.08,139100.0
-117.75,34.09,146900.0
-117.76,34.08,139200.0
-117.77,34.08,214800.0
-117.77,34.07,124000.0
-117.77,34.07,113600.0
-117.75,34.07,127300.0
-117.76,34.07,109800.0
-117.76,34.07,127200.0
-117.76,34.06,103600.0
-117.76,34.06,92600.0
-117.77,34.06,108000.0
-117.78,34.07,113500.0
-117.78,34.06,114800.0
-117.79,34.07,116300.0
-117.79,34.07,116100.0
-117.78,34.06,128700.0
-117.78,34.05,131300.0
-117.8,34.05,125900.0
-117.8,34.06,108500.0
-117.82,34.05,117300.0
-117.76,34.06,91900.0
-117.76,34.05,98000.0
-117.75,34.05,93300.0
-117.76,34.05,116200.0
-117.74,34.08,134300.0
-117.74,34.07,135700.0
-117.74,34.06,129200.0
-117.74,34.07,140100.0
-117.75,34.07,161000.0
-117.75,34.07,146200.0
-117.72,34.08,128800.0
-117.72,34.07,134200.0
-117.73,34.08,130800.0
-117.73,34.07,135000.0
-117.72,34.06,113200.0
-117.73,34.06,117800.0
-117.73,34.06,98800.0
-117.73,34.07,122600.0
-117.73,34.07,119400.0
-117.73,34.05,118100.0
-117.73,34.05,113300.0
-117.74,34.05,94300.0
-117.74,34.05,110700.0
-117.74,34.05,110900.0
-117.75,34.05,110600.0
-117.73,34.04,129700.0
-117.73,34.03,118100.0
-117.74,34.02,116400.0
-117.74,34.04,129600.0
-117.74,34.03,123300.0
-117.75,34.04,113600.0
-117.76,34.04,115800.0
-117.76,34.04,113000.0
-117.85,34.0,227900.0
-117.86,33.99,310700.0
-117.8,34.03,247600.0
-117.78,34.03,253900.0
-117.83,34.01,212900.0
-117.8,34.02,230600.0
-117.81,34.01,282100.0
-117.79,34.02,315600.0
-117.84,34.0,253800.0
-117.83,33.99,267000.0
-117.84,33.98,221200.0
-117.83,33.97,368300.0
-117.87,34.04,339700.0
-117.86,34.02,262100.0
-117.86,34.01,264400.0
-117.87,34.02,271500.0
-117.84,34.04,402500.0
-117.85,34.06,462700.0
-117.85,34.08,386200.0
-117.85,34.07,500001.0
-117.86,34.08,380900.0
-117.87,34.08,267200.0
-117.87,34.07,258700.0
-117.85,34.1,189900.0
-117.86,34.09,218200.0
-117.85,34.09,263900.0
-117.86,34.09,239100.0
-117.87,34.1,191700.0
-117.87,34.09,189600.0
-117.88,34.1,216600.0
-117.89,34.09,188300.0
-117.87,34.09,220000.0
-117.87,34.08,206900.0
-117.88,34.09,186000.0
-117.86,34.1,180600.0
-117.86,34.1,196900.0
-117.87,34.1,173300.0
-117.84,34.1,180700.0
-117.85,34.11,180600.0
-117.87,34.12,183800.0
-117.88,34.12,158500.0
-117.88,34.12,178000.0
-117.87,34.12,174500.0
-117.87,34.11,199600.0
-117.87,34.11,192200.0
-117.88,34.11,182700.0
-117.89,34.12,168800.0
-117.88,34.12,165300.0
-117.89,34.11,151300.0
-117.88,34.11,157000.0
-117.89,34.12,141900.0
-117.89,34.12,141300.0
-117.89,34.11,140200.0
-117.9,34.11,140100.0
-117.88,34.13,155600.0
-117.88,34.12,164300.0
-117.89,34.13,147400.0
-117.9,34.13,117600.0
-117.9,34.13,136100.0
-117.9,34.13,139800.0
-117.9,34.13,133000.0
-117.9,34.12,124100.0
-117.9,34.12,138200.0
-117.9,34.12,151400.0
-117.91,34.13,138500.0
-117.92,34.13,132600.0
-117.91,34.12,145500.0
-117.91,34.12,149500.0
-117.92,34.12,144400.0
-117.93,34.12,134400.0
-117.9,34.11,142600.0
-117.91,34.11,153000.0
-117.92,34.11,126200.0
-117.94,34.1,153400.0
-117.97,34.11,137500.0
-117.99,34.08,141000.0
-117.99,34.07,147200.0
-117.98,34.07,139400.0
-117.98,34.07,152500.0
-117.99,34.06,145800.0
-118.0,34.07,138500.0
-117.99,34.07,145900.0
-117.99,34.08,134800.0
-117.97,34.08,142400.0
-117.97,34.08,164100.0
-117.96,34.07,158400.0
-117.97,34.07,157100.0
-117.97,34.07,162500.0
-117.98,34.08,152200.0
-117.98,34.1,159700.0
-117.98,34.09,161300.0
-117.97,34.09,160500.0
-117.95,34.11,140800.0
-117.96,34.1,141600.0
-117.97,34.1,143900.0
-117.97,34.1,160100.0
-117.96,34.09,160800.0
-117.96,34.09,131000.0
-117.96,34.1,141800.0
-117.97,34.09,143400.0
-117.95,34.09,166500.0
-117.95,34.08,154100.0
-117.95,34.09,140600.0
-117.96,34.08,151800.0
-117.96,34.08,159900.0
-117.96,34.08,173100.0
-117.94,34.09,176700.0
-117.94,34.08,195400.0
-117.94,34.08,201200.0
-117.94,34.08,187700.0
-117.95,34.08,189000.0
-117.95,34.07,176500.0
-117.93,34.09,163900.0
-117.93,34.09,161300.0
-117.93,34.09,165500.0
-117.93,34.09,154200.0
-117.92,34.08,191900.0
-117.92,34.08,185200.0
-117.93,34.07,188800.0
-117.93,34.08,187100.0
-117.93,34.08,206000.0
-117.93,34.08,197000.0
-117.93,34.08,185800.0
-117.91,34.08,217100.0
-117.91,34.08,186900.0
-117.92,34.08,189600.0
-117.92,34.08,207000.0
-117.92,34.08,199400.0
-117.91,34.1,181100.0
-117.91,34.09,185400.0
-117.92,34.09,165700.0
-117.92,34.1,150500.0
-117.9,34.1,166000.0
-117.91,34.1,166700.0
-117.92,34.1,160700.0
-117.89,34.1,180400.0
-117.89,34.1,175900.0
-117.89,34.1,168600.0
-117.9,34.1,176600.0
-117.9,34.09,220800.0
-117.9,34.08,201200.0
-117.89,34.09,181300.0
-117.89,34.09,188900.0
-117.89,34.09,176700.0
-117.9,34.09,191800.0
-117.88,34.08,187800.0
-117.89,34.08,215600.0
-117.89,34.08,207400.0
-117.89,34.07,200300.0
-117.9,34.08,204400.0
-117.87,34.06,428500.0
-117.88,34.06,491200.0
-117.9,34.06,287200.0
-117.9,34.06,274700.0
-117.9,34.06,266200.0
-117.89,34.07,188600.0
-117.9,34.07,172000.0
-117.89,34.07,218800.0
-117.9,34.06,268300.0
-117.9,34.07,249400.0
-117.91,34.07,189000.0
-117.91,34.07,204200.0
-117.92,34.06,197600.0
-117.92,34.07,191700.0
-117.92,34.07,195500.0
-117.91,34.06,218300.0
-117.91,34.05,211100.0
-117.92,34.06,224900.0
-117.93,34.06,202100.0
-117.93,34.06,187500.0
-117.93,34.05,205100.0
-117.93,34.05,190700.0
-117.92,34.07,182500.0
-117.93,34.06,202800.0
-117.95,34.05,204800.0
-117.94,34.06,210200.0
-117.94,34.06,193900.0
-117.93,34.07,207300.0
-117.94,34.07,170800.0
-117.95,34.07,195200.0
-117.95,34.06,184800.0
-117.96,34.07,191700.0
-117.96,34.06,183200.0
-117.96,34.06,167300.0
-117.97,34.05,162700.0
-117.97,34.06,166800.0
-117.98,34.06,160300.0
-117.97,34.06,155500.0
-117.98,34.06,160700.0
-117.98,34.05,156900.0
-117.99,34.05,151100.0
-117.97,34.05,157600.0
-117.97,34.05,158000.0
-117.97,34.05,161400.0
-117.97,34.05,155700.0
-117.98,34.05,159800.0
-117.98,34.04,154600.0
-117.97,34.04,163300.0
-117.97,34.04,157300.0
-117.96,34.03,150400.0
-117.96,34.03,152600.0
-117.95,34.03,155800.0
-117.95,34.03,145700.0
-117.96,34.05,163100.0
-117.96,34.05,158600.0
-117.95,34.05,156500.0
-117.95,34.04,153900.0
-117.96,34.04,148300.0
-117.96,34.04,158100.0
-117.96,34.04,146900.0
-117.96,34.05,181900.0
-117.94,34.05,163500.0
-117.94,34.04,160200.0
-117.94,34.04,163000.0
-117.94,34.05,161200.0
-117.95,34.05,154500.0
-117.94,34.04,158900.0
-117.95,34.04,150800.0
-117.94,34.03,149000.0
-117.94,34.03,151800.0
-117.95,34.03,157900.0
-117.93,34.01,157600.0
-117.93,34.01,153800.0
-117.94,34.02,162900.0
-117.95,34.02,135600.0
-117.95,34.02,144100.0
-117.92,34.03,157300.0
-117.92,34.03,162400.0
-117.92,34.03,159500.0
-117.93,34.03,163100.0
-117.93,34.03,164500.0
-117.93,34.04,181000.0
-117.93,34.04,178100.0
-117.9,34.04,278300.0
-117.9,34.05,330400.0
-117.91,34.04,168800.0
-117.92,34.05,161900.0
-117.88,34.01,178200.0
-117.88,34.0,192100.0
-117.89,34.01,154100.0
-117.9,34.01,131100.0
-117.9,34.01,141400.0
-117.91,34.02,199300.0
-117.9,34.02,226200.0
-117.91,34.02,136200.0
-117.92,34.01,127200.0
-117.98,34.04,190600.0
-117.96,34.02,133300.0
-117.98,34.03,191100.0
-117.9,33.99,171900.0
-117.92,34.0,136300.0
-117.88,34.0,187500.0
-117.89,33.99,211300.0
-117.87,33.99,209700.0
-118.01,34.05,138000.0
-117.99,34.04,168300.0
-118.02,34.04,215400.0
-118.0,34.03,226100.0
-117.98,34.02,183900.0
-117.98,34.02,193200.0
-117.98,34.01,262100.0
-117.99,34.0,382500.0
-118.02,34.02,302400.0
-117.97,34.01,152900.0
-117.97,34.01,165500.0
-117.97,34.0,179000.0
-117.97,33.99,289900.0
-117.98,34.0,324900.0
-117.98,33.99,334300.0
-117.98,33.98,333500.0
-117.99,33.98,360400.0
-117.95,34.0,176300.0
-117.96,34.0,186700.0
-117.96,34.0,183800.0
-117.92,33.98,362500.0
-117.95,33.98,330400.0
-117.94,33.99,284000.0
-117.95,33.99,269900.0
-117.95,33.99,325000.0
-117.95,33.99,332200.0
-117.96,33.99,297600.0
-117.96,33.99,311100.0
-117.97,33.99,300300.0
-117.96,33.98,302200.0
-117.88,33.96,265200.0
-117.89,33.98,184500.0
-117.9,33.98,186700.0
-117.9,33.97,213200.0
-117.75,34.06,105800.0
-117.75,34.06,112500.0
-117.74,34.06,137500.0
-117.75,34.05,107500.0
-117.75,34.05,94600.0
-117.75,34.06,112500.0
-117.75,34.06,67500.0
-117.94,34.15,220100.0
-117.95,34.16,273800.0
-117.94,34.14,219400.0
-117.95,34.14,184500.0
-117.95,34.14,137500.0
-117.96,34.14,151700.0
-117.96,34.14,163900.0
-117.96,34.14,179600.0
-117.97,34.14,150300.0
-117.97,34.14,136000.0
-117.97,34.13,151700.0
-117.98,34.14,148000.0
-117.97,34.13,144500.0
-117.98,34.13,142900.0
-117.98,34.13,130500.0
-117.97,34.15,500001.0
-117.97,34.17,295000.0
-118.0,34.16,311800.0
-118.01,34.16,318500.0
-117.99,34.18,365000.0
-117.99,34.16,262000.0
-118.0,34.16,270600.0
-118.0,34.15,256800.0
-118.01,34.15,265500.0
-118.02,34.15,280800.0
-118.02,34.17,500001.0
-118.03,34.16,500001.0
-118.03,34.15,486800.0
-118.02,34.15,307400.0
-118.06,34.17,410400.0
-118.05,34.17,388900.0
-118.04,34.17,265700.0
-118.04,34.18,455400.0
-118.04,34.16,350700.0
-118.05,34.16,376800.0
-118.05,34.16,278600.0
-118.06,34.16,286500.0
-118.06,34.16,362500.0
-118.07,34.16,330000.0
-118.03,34.16,484700.0
-118.03,34.16,500001.0
-118.05,34.15,500001.0
-118.06,34.15,500001.0
-118.05,34.14,500001.0
-118.06,34.13,391500.0
-118.06,34.14,437300.0
-118.06,34.14,500001.0
-118.03,34.14,352200.0
-118.04,34.13,276200.0
-118.04,34.15,377200.0
-118.04,34.13,500001.0
-118.05,34.13,218300.0
-118.06,34.13,227300.0
-118.02,34.14,252800.0
-118.02,34.13,273600.0
-118.03,34.14,242600.0
-118.01,34.13,365900.0
-118.02,34.13,430900.0
-118.02,34.13,429000.0
-118.03,34.13,445700.0
-118.02,34.12,366000.0
-118.02,34.11,414800.0
-118.02,34.12,395100.0
-118.02,34.12,408500.0
-118.03,34.11,437400.0
-118.01,34.14,161700.0
-118.01,34.14,187300.0
-118.02,34.14,222800.0
-117.99,34.15,185600.0
-118.0,34.15,178300.0
-118.01,34.15,184100.0
-117.98,34.14,235200.0
-117.99,34.14,153000.0
-118.0,34.13,167000.0
-118.0,34.14,178100.0
-118.0,34.14,166900.0
-118.0,34.13,158100.0
-117.99,34.13,129400.0
-117.99,34.12,130100.0
-117.99,34.12,139200.0
-118.0,34.12,175000.0
-118.0,34.12,173800.0
-118.01,34.13,212300.0
-118.01,34.12,214800.0
-118.01,34.12,278400.0
-118.01,34.11,212200.0
-118.01,34.11,211600.0
-118.01,34.11,212200.0
-118.02,34.1,233700.0
-118.02,34.1,226000.0
-118.02,34.11,219000.0
-118.03,34.1,233600.0
-118.03,34.1,201700.0
-118.03,34.1,223900.0
-118.03,34.1,233100.0
-118.03,34.11,416900.0
-118.04,34.11,447100.0
-118.04,34.11,500001.0
-118.05,34.11,426500.0
-118.04,34.13,430200.0
-118.04,34.12,445200.0
-118.04,34.12,500001.0
-118.04,34.12,500001.0
-118.05,34.12,476700.0
-118.06,34.12,248100.0
-118.06,34.12,271500.0
-118.06,34.12,275400.0
-118.05,34.11,272400.0
-118.06,34.11,239500.0
-118.06,34.11,248700.0
-118.04,34.1,273800.0
-118.05,34.1,272600.0
-118.06,34.1,257100.0
-118.06,34.1,283600.0
-118.06,34.1,256700.0
-118.06,34.1,260100.0
-118.04,34.1,235300.0
-118.04,34.09,248900.0
-118.05,34.1,252200.0
-118.05,34.1,274300.0
-118.06,34.09,262500.0
-118.06,34.1,265900.0
-118.06,34.09,258100.0
-118.06,34.09,251600.0
-118.07,34.09,198100.0
-118.07,34.09,202400.0
-118.08,34.09,208800.0
-118.08,34.09,207200.0
-118.08,34.09,206800.0
-118.04,34.09,183000.0
-118.04,34.08,173300.0
-118.04,34.09,186000.0
-118.05,34.09,146400.0
-118.02,34.09,191800.0
-118.02,34.08,175200.0
-118.02,34.09,170000.0
-118.03,34.09,180900.0
-118.03,34.08,169600.0
-118.0,34.1,176300.0
-118.01,34.09,179200.0
-118.01,34.1,181400.0
-118.01,34.1,166300.0
-118.0,34.08,195300.0
-118.01,34.08,166300.0
-118.02,34.08,175900.0
-118.01,34.08,173600.0
-118.01,34.09,181700.0
-118.0,34.08,185100.0
-118.02,34.08,164200.0
-118.03,34.08,159200.0
-118.03,34.08,162800.0
-118.04,34.07,131300.0
-118.05,34.08,138800.0
-118.05,34.08,143500.0
-118.05,34.08,159200.0
-118.06,34.08,180500.0
-118.06,34.08,189100.0
-118.06,34.08,201500.0
-118.07,34.08,211900.0
-118.07,34.07,207100.0
-118.07,34.08,214600.0
-118.05,34.07,183100.0
-118.06,34.07,184400.0
-118.03,34.07,152000.0
-118.03,34.06,162100.0
-118.04,34.07,174000.0
-118.04,34.07,173100.0
-118.01,34.07,182600.0
-118.01,34.06,155400.0
-118.01,34.07,166800.0
-118.02,34.07,156300.0
-118.03,34.06,170600.0
-118.03,34.06,135200.0
-118.03,34.06,157800.0
-118.04,34.06,153400.0
-118.04,34.06,154200.0
-118.04,34.06,176100.0
-118.05,34.06,174500.0
-118.05,34.06,162500.0
-118.05,34.06,142000.0
-118.06,34.06,173900.0
-118.06,34.06,165900.0
-118.07,34.07,199300.0
-118.08,34.07,205500.0
-118.07,34.06,168600.0
-118.04,34.05,156800.0
-118.05,34.05,162200.0
-118.06,34.04,160300.0
-118.03,34.06,151400.0
-118.04,34.05,137500.0
-118.04,34.04,160600.0
-118.04,34.04,165100.0
-118.05,34.04,161200.0
-118.06,34.03,175000.0
-118.02,34.06,173800.0
-118.02,34.05,156300.0
-118.03,34.05,157500.0
-118.03,34.05,142300.0
-118.01,34.05,161700.0
-118.02,34.05,167000.0
-118.02,34.05,165800.0
-118.02,34.04,158100.0
-118.09,34.18,500001.0
-118.07,34.17,454800.0
-118.07,34.17,326100.0
-118.07,34.17,326000.0
-118.1,34.18,450000.0
-118.11,34.19,483300.0
-118.12,34.19,444100.0
-118.11,34.2,359400.0
-118.13,34.2,295500.0
-118.13,34.19,303900.0
-118.13,34.21,274100.0
-118.13,34.2,234000.0
-118.13,34.2,240200.0
-118.13,34.19,242200.0
-118.14,34.19,201000.0
-118.14,34.2,207400.0
-118.15,34.2,210300.0
-118.15,34.2,182100.0
-118.15,34.2,184200.0
-118.15,34.21,238900.0
-118.15,34.19,161600.0
-118.15,34.19,160700.0
-118.16,34.19,177900.0
-118.16,34.2,176000.0
-118.18,34.22,241700.0
-118.19,34.22,500001.0
-118.21,34.22,500001.0
-118.18,34.2,415900.0
-118.19,34.2,483700.0
-118.19,34.21,500001.0
-118.2,34.21,500001.0
-118.2,34.21,443900.0
-118.21,34.21,450800.0
-118.22,34.23,500001.0
-118.21,34.22,500001.0
-118.22,34.22,500001.0
-118.23,34.22,431800.0
-118.21,34.2,500001.0
-118.2,34.2,500001.0
-118.18,34.19,500001.0
-118.19,34.19,500001.0
-118.2,34.19,500001.0
-118.18,34.17,500001.0
-118.18,34.16,500001.0
-118.15,34.18,142100.0
-118.15,34.17,127500.0
-118.16,34.18,136100.0
-118.16,34.18,135700.0
-118.16,34.17,163800.0
-118.17,34.18,218800.0
-118.15,34.18,154900.0
-118.16,34.19,149200.0
-118.16,34.19,153500.0
-118.17,34.18,166700.0
-118.17,34.19,173100.0
-118.13,34.19,234000.0
-118.14,34.18,226500.0
-118.14,34.19,237000.0
-118.15,34.19,163100.0
-118.1,34.18,300900.0
-118.11,34.18,376000.0
-118.12,34.18,352700.0
-118.13,34.18,310900.0
-118.1,34.17,279600.0
-118.1,34.17,268100.0
-118.11,34.17,261600.0
-118.11,34.17,234600.0
-118.12,34.18,230600.0
-118.13,34.18,309100.0
-118.12,34.17,225000.0
-118.12,34.17,315400.0
-118.13,34.17,261500.0
-118.14,34.18,175000.0
-118.14,34.17,173100.0
-118.14,34.17,166800.0
-118.14,34.18,154400.0
-118.14,34.17,146700.0
-118.15,34.18,148800.0
-118.15,34.16,181300.0
-118.15,34.16,146600.0
-118.16,34.16,178400.0
-118.16,34.17,155400.0
-118.16,34.16,230700.0
-118.16,34.16,261800.0
-118.16,34.15,500001.0
-118.16,34.15,263000.0
-118.14,34.16,153500.0
-118.14,34.15,187500.0
-118.15,34.15,500001.0
-118.15,34.16,162500.0
-118.15,34.15,137500.0
-118.14,34.17,158000.0
-118.14,34.16,142300.0
-118.15,34.16,148600.0
-118.15,34.17,146400.0
-118.13,34.17,200000.0
-118.14,34.16,156300.0
-118.14,34.17,205700.0
-118.13,34.16,176700.0
-118.13,34.15,141700.0
-118.14,34.15,500001.0
-118.14,34.15,175000.0
-118.14,34.16,215400.0
-118.12,34.16,188600.0
-118.13,34.16,169500.0
-118.13,34.15,155600.0
-118.12,34.15,168800.0
-118.12,34.15,171400.0
-118.13,34.15,173100.0
-118.13,34.15,125000.0
-118.12,34.17,287900.0
-118.13,34.16,250400.0
-118.13,34.16,227900.0
-118.13,34.16,215000.0
-118.09,34.17,269300.0
-118.1,34.16,283700.0
-118.1,34.17,300500.0
-118.12,34.17,222600.0
-118.11,34.16,325600.0
-118.11,34.16,320300.0
-118.11,34.16,239900.0
-118.11,34.15,196100.0
-118.11,34.15,184100.0
-118.12,34.15,198200.0
-118.12,34.16,241900.0
-118.1,34.16,330200.0
-118.1,34.15,199000.0
-118.1,34.15,177500.0
-118.08,34.16,242400.0
-118.09,34.15,237500.0
-118.09,34.15,205000.0
-118.09,34.15,260100.0
-118.09,34.16,321100.0
-118.07,34.16,397500.0
-118.07,34.16,369400.0
-118.07,34.15,209200.0
-118.07,34.14,260400.0
-118.08,34.15,500001.0
-118.08,34.14,218700.0
-118.08,34.14,470800.0
-118.08,34.13,500001.0
-118.08,34.13,500001.0
-118.08,34.14,281100.0
-118.09,34.14,373800.0
-118.09,34.15,210900.0
-118.1,34.14,324400.0
-118.11,34.14,358700.0
-118.1,34.14,213200.0
-118.11,34.14,434800.0
-118.12,34.14,490400.0
-118.12,34.14,217900.0
-118.13,34.13,493200.0
-118.13,34.14,210900.0
-118.13,34.14,163900.0
-118.14,34.14,225000.0
-118.14,34.14,282300.0
-118.15,34.14,258300.0
-118.15,34.14,55000.0
-118.15,34.14,187500.0
-118.16,34.14,500001.0
-118.16,34.14,500001.0
-118.17,34.14,500001.0
-118.18,34.13,477800.0
-118.18,34.13,363000.0
-118.18,34.14,360900.0
-118.15,34.13,500001.0
-118.15,34.13,314700.0
-118.16,34.13,500001.0
-118.13,34.13,500001.0
-118.13,34.12,500001.0
-118.14,34.13,251100.0
-118.14,34.13,479700.0
-118.15,34.13,215000.0
-118.12,34.13,500001.0
-118.11,34.12,500001.0
-118.11,34.12,500001.0
-118.12,34.12,500001.0
-118.12,34.11,500001.0
-118.13,34.11,500001.0
-118.14,34.11,500001.0
-118.1,34.13,500001.0
-118.1,34.13,500001.0
-118.09,34.12,500001.0
-118.1,34.12,500001.0
-118.1,34.12,500001.0
-118.1,34.13,500001.0
-118.08,34.13,396700.0
-118.08,34.12,325000.0
-118.09,34.12,342700.0
-118.09,34.12,359900.0
-118.07,34.13,251200.0
-118.08,34.13,228500.0
-118.07,34.12,279900.0
-118.07,34.12,272600.0
-118.08,34.12,264100.0
-118.08,34.12,270500.0
-118.07,34.11,270700.0
-118.07,34.11,225000.0
-118.08,34.11,257200.0
-118.08,34.11,285300.0
-118.08,34.1,214600.0
-118.09,34.11,316800.0
-118.09,34.11,414800.0
-118.1,34.1,280000.0
-118.1,34.11,351400.0
-118.11,34.11,352200.0
-118.11,34.1,292900.0
-118.12,34.11,359600.0
-118.12,34.1,282600.0
-118.12,34.1,306300.0
-118.13,34.1,197500.0
-118.13,34.09,188200.0
-118.13,34.1,214100.0
-118.14,34.09,208700.0
-118.13,34.11,351100.0
-118.13,34.1,252400.0
-118.14,34.1,258400.0
-118.14,34.11,444500.0
-118.15,34.1,419100.0
-118.15,34.11,469100.0
-118.15,34.11,364800.0
-118.15,34.11,352800.0
-118.15,34.12,319700.0
-118.15,34.12,350000.0
-118.15,34.12,204500.0
-118.15,34.12,500000.0
-118.16,34.12,435100.0
-118.17,34.12,354700.0
-118.15,34.11,309300.0
-118.15,34.1,364900.0
-118.16,34.11,364400.0
-118.16,34.11,263600.0
-118.17,34.11,278900.0
-118.17,34.11,381400.0
-118.17,34.1,477300.0
-118.14,34.1,231000.0
-118.15,34.09,192800.0
-118.15,34.09,225800.0
-118.16,34.09,224000.0
-118.15,34.1,229300.0
-118.15,34.08,205600.0
-118.15,34.08,199200.0
-118.14,34.09,218800.0
-118.14,34.09,219000.0
-118.14,34.08,170000.0
-118.14,34.08,191700.0
-118.14,34.08,217800.0
-118.14,34.07,220400.0
-118.11,34.1,226600.0
-118.12,34.09,188400.0
-118.13,34.09,191700.0
-118.13,34.09,219000.0
-118.13,34.08,228400.0
-118.09,34.1,201700.0
-118.1,34.1,183100.0
-118.09,34.09,188500.0
-118.1,34.09,258000.0
-118.1,34.1,234600.0
-118.11,34.1,192500.0
-118.1,34.1,210900.0
-118.07,34.1,259800.0
-118.07,34.09,212000.0
-118.07,34.1,187500.0
-118.07,34.1,214100.0
-118.08,34.1,213200.0
-118.09,34.1,210400.0
-118.08,34.08,205200.0
-118.08,34.08,211400.0
-118.09,34.09,224000.0
-118.09,34.08,235600.0
-118.09,34.08,206000.0
-118.09,34.08,218300.0
-118.1,34.09,227300.0
-118.1,34.08,208100.0
-118.1,34.08,204600.0
-118.1,34.09,238300.0
-118.11,34.08,243200.0
-118.11,34.08,201000.0
-118.11,34.08,244800.0
-118.11,34.07,244400.0
-118.12,34.09,208000.0
-118.12,34.08,245700.0
-118.12,34.08,268200.0
-118.13,34.08,227100.0
-118.12,34.08,253900.0
-118.13,34.08,223000.0
-118.12,34.08,234900.0
-118.13,34.07,220500.0
-118.12,34.07,212500.0
-118.12,34.07,215600.0
-118.12,34.06,211800.0
-118.13,34.06,183900.0
-118.13,34.07,192200.0
-118.12,34.06,181600.0
-118.11,34.07,202300.0
-118.11,34.06,192300.0
-118.14,34.07,235000.0
-118.14,34.06,245700.0
-118.14,34.06,253800.0
-118.15,34.07,234400.0
-118.15,34.07,220700.0
-118.16,34.07,241500.0
-118.16,34.07,254600.0
-118.15,34.07,242700.0
-118.15,34.06,204300.0
-118.16,34.06,315100.0
-118.16,34.06,301100.0
-118.14,34.05,341100.0
-118.15,34.05,305800.0
-118.15,34.05,293300.0
-118.13,34.06,198500.0
-118.14,34.06,237200.0
-118.13,34.05,268400.0
-118.14,34.05,236400.0
-118.12,34.06,197200.0
-118.12,34.06,233300.0
-118.12,34.06,214700.0
-118.11,34.06,214700.0
-118.11,34.06,163700.0
-118.11,34.06,160300.0
-118.09,34.07,199300.0
-118.09,34.07,184200.0
-118.1,34.08,182100.0
-118.1,34.07,176800.0
-118.11,34.07,186600.0
-118.1,34.07,170300.0
-118.1,34.07,185000.0
-118.09,34.07,170800.0
-118.1,34.07,203700.0
-118.09,34.07,183200.0
-118.09,34.07,188500.0
-118.09,34.06,179400.0
-118.09,34.06,171600.0
-118.08,34.04,185100.0
-118.09,34.06,185600.0
-118.1,34.06,178800.0
-118.1,34.06,179200.0
-118.11,34.06,187500.0
-118.09,34.05,199000.0
-118.1,34.05,183300.0
-118.1,34.05,152300.0
-118.09,34.04,168500.0
-118.09,34.04,272600.0
-118.11,34.05,266700.0
-118.11,34.04,258000.0
-118.12,34.05,247600.0
-118.12,34.04,254900.0
-118.13,34.04,227300.0
-118.13,34.04,220500.0
-118.14,34.03,211500.0
-118.15,34.04,203300.0
-118.14,34.04,209300.0
-118.14,34.04,198800.0
-118.14,34.04,243200.0
-118.11,34.03,213700.0
-118.13,34.04,211400.0
-118.12,34.04,235300.0
-118.12,34.04,246900.0
-117.93,33.95,500001.0
-117.95,33.95,379300.0
-117.95,33.97,500001.0
-117.97,33.96,441900.0
-117.98,33.95,282400.0
-117.98,33.94,258800.0
-117.99,33.95,498600.0
-118.0,33.95,401000.0
-118.01,33.95,296700.0
-118.0,33.96,453800.0
-117.99,33.97,500001.0
-118.05,34.02,375000.0
-118.03,34.01,403700.0
-118.06,34.02,188800.0
-118.06,34.01,155100.0
-118.07,34.01,171000.0
-118.07,34.01,176800.0
-118.08,34.01,158100.0
-118.07,34.0,143800.0
-118.08,34.0,150900.0
-118.08,34.01,150200.0
-118.08,34.02,144200.0
-118.08,34.01,176400.0
-118.08,34.01,147600.0
-118.09,34.01,150600.0
-118.09,34.01,114100.0
-118.09,34.01,149500.0
-118.09,34.0,160600.0
-118.09,34.0,162500.0
-118.09,33.99,172600.0
-118.1,33.99,175200.0
-118.1,33.99,162500.0
-118.1,33.99,190300.0
-118.08,33.98,165800.0
-118.08,33.98,157800.0
-118.09,33.98,160700.0
-118.09,33.99,177900.0
-118.08,33.99,170700.0
-118.08,33.99,162000.0
-118.08,33.99,163900.0
-118.08,34.0,166300.0
-118.07,33.99,164900.0
-118.07,33.99,163300.0
-118.07,33.99,153300.0
-118.06,33.98,169200.0
-118.06,33.98,178000.0
-118.06,33.98,186900.0
-118.06,33.98,172600.0
-118.06,33.98,177600.0
-118.06,34.0,219800.0
-118.07,34.0,167300.0
-118.05,33.99,263400.0
-118.04,33.99,198600.0
